Series,N,NF,Category,Starting Year,Starting Month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
N2570,134,18,FINANCE,1983,1,2411.8,2440.26,2498.62,2505.41,2592.25,2648.64,2663.19,2706.14,2763.77,2778.47,2787.63,2830.69,2883.99,2924.25,2936.61,2981.33,3003.31,3034.44,3086.23,3130.28,3153.5,3232.02,3271.02,3334.85,3368.73,3405.59,3430.3,3474.24,3516.66,3558.05,3610.65,3644.77,3654.94,3672.42,3809.08,3900.59,3933.69,3966.86,3982.2,4025.11,4071.27,4127.32,4157.61,4197.76,4259.93,4286.94,4368.26,4441.35,4455.27,4493.8,4504.88,4546.83,4585.24,4628.92,4624.18,4698.54,4710.41,4779.15,4830.97,4875.27,4908.19,4954.88,4986.39,5016.68,5052.98,5110.17,5121.59,5172.18,5229.16,5273.31,5344.42,5414.57,5441.48,5491.15,5527.12,5558.58,5600.26,5647.91,5648.97,5720.91,5762.22,5849.53,5892.22,5951.07,6009.8,6051.65,6163.79,6186.15,6254.71,6350.92,6400.68,6486.52,6532.15,6615.5,6726.41,6794.65,6886.26,6977.25,6983.39,6941.06,7044.52,7125.88,7194.59,7272.6,7197.84,7302.25,7362.39,7472.55,7487.07,7524.15,7623.34,7644.44,7730.22,7837.57,7885.14,7967.47,8005.63,8012.23,8142.93,8231.59,8212.78,8273.04,8341.31,8377.96,8464.78,8577.08,8577.66,8686.88,8702.3,8725.33,8872.75,8966.47,8948.73,9013.62,,,,,,,,,,
N2571,134,18,FINANCE,1983,1,2993.43,3047.19,3141.1,3149.14,3204.63,3281.79,3317.42,3378.98,3425.31,3460.51,3487.34,3533.84,3604.9,3659.42,3682.13,3733.24,3759.05,3775.63,3849.24,3925.26,3937.77,4000.03,4058.09,4130.25,4168.28,4216.26,4255.73,4306.85,4355.84,4391.41,4463.18,4511.65,4529.57,4563.74,4701.33,4801.11,4839.1,4887.13,4912.45,4955.09,5008.97,5064.57,5109.73,5171.0,5238.13,5256.05,5377.34,5449.55,5462.57,5508.36,5531.77,5558.72,5597.47,5627.06,5617.96,5717.32,5693.28,5775.41,5850.0,5880.77,5896.94,5957.77,6009.62,6009.02,6032.12,6066.7,6077.69,6147.8,6191.7,6222.65,6317.56,6353.3,6375.38,6426.95,6467.05,6463.18,6493.82,6497.12,6485.23,6592.79,6612.81,6722.88,6782.25,6802.71,6854.23,6908.9,7077.16,7059.36,7130.44,7201.1,7273.79,7415.78,7410.5,7507.29,7647.62,7706.72,7800.05,7903.88,7874.14,7845.65,7970.88,8003.02,8106.32,8204.05,8063.58,8183.47,8260.4,8328.87,8365.79,8428.6,8579.02,8601.25,8702.78,8769.73,8850.25,8966.77,8996.33,8991.67,9177.58,9240.81,9215.75,9307.16,9420.34,9436.73,9529.22,9603.5,9606.66,9769.56,9741.63,9754.11,9967.2,10009.19,9988.39,10083.29,,,,,,,,,,
N2572,134,18,FINANCE,1983,1,3450.3,2328.96,2610.24,3974.04,2025.3,3991.02,2636.88,2980.98,3813.36,2709.42,2772.0,3482.64,3752.64,2873.16,2667.84,4810.8,2247.54,4156.92,3121.02,3312.54,4081.14,3135.06,3089.64,3744.24,4227.24,3241.26,2976.36,5675.58,2387.64,4329.06,3478.2,3346.56,4428.48,3473.16,3069.78,4091.58,4602.6,3202.2,2973.42,5486.28,2774.76,4621.44,3778.44,3391.38,4680.78,3540.72,3178.02,4682.1,4906.26,3327.78,3390.9,7373.82,2861.46,4976.7,3853.38,3612.78,5544.6,3737.7,3414.9,5128.14,4904.4,3616.74,3939.84,6555.96,3578.1,5948.4,3637.86,4163.4,5864.52,3814.92,3859.2,5619.3,5358.36,3713.82,4092.3,7733.52,4261.5,6494.94,3971.46,4568.16,5953.98,4105.56,4272.78,5347.8,5971.44,3908.46,3888.3,8376.24,4151.16,6636.06,4339.74,4707.72,6176.34,4619.16,4230.42,6114.0,6042.78,4059.42,3888.3,8422.8,3813.6,6203.34,4715.58,4585.56,6561.0,4683.9,4385.7,6218.16,6241.86,3764.82,4327.62,8301.06,3731.04,7252.68,4743.0,4686.06,7091.34,4609.74,4477.74,6821.16,6762.96,3958.74,4997.28,7921.02,4238.52,7714.2,4837.8,5204.28,7649.1,4720.08,4986.42,7524.96,7378.08,4376.4,,,,,,,,,,
N2573,134,18,FINANCE,1983,1,6830.2,4108.8,3131.6,7008.0,1276.8,6554.6,4387.6,4651.8,6192.2,4645.4,4540.0,5115.2,6776.2,4455.0,2579.0,7855.2,866.6,6406.4,4479.6,5164.0,6308.2,5124.8,4958.4,5410.8,7570.4,4753.8,3406.2,10495.2,723.6,6954.0,5429.6,5155.2,6930.0,6119.0,4681.2,6040.0,8226.0,5075.4,2514.4,9024.0,1964.0,7282.4,6287.6,5152.8,7425.0,6224.6,4824.4,6716.8,9293.2,4561.0,2848.0,14370.0,1855.0,8104.2,6377.8,5376.8,7959.4,6485.8,5007.8,7307.4,8797.4,5130.2,4127.4,10666.8,3591.6,9218.4,5158.2,6388.4,8356.8,6257.4,5964.4,7934.6,9725.4,4685.4,3553.8,13706.6,5067.2,9975.2,5875.4,7386.4,9005.2,7098.6,6889.6,7477.0,11208.8,5766.0,2634.8,14875.0,4293.4,9927.8,6658.0,7286.8,9332.8,8138.2,5431.2,9294.2,10176.4,5585.8,2257.6,15553.6,2402.4,8903.4,7680.6,6912.0,9595.8,7866.4,6397.4,8344.4,12090.2,4442.6,3900.6,13598.6,2402.4,10614.4,7019.6,6943.0,11099.2,7457.6,6619.8,10234.4,14740.8,4789.4,5587.0,11227.4,3583.8,11292.6,7497.8,7888.8,11130.6,7536.0,7526.8,10836.6,14833.4,5621.4,,,,,,,,,,
N2574,134,18,FINANCE,1983,1,5836.0,3847.0,3084.0,4626.0,2503.0,2787.0,2433.0,1644.0,2637.0,4445.0,2755.0,3988.0,4266.0,3561.0,3032.0,3168.0,2693.0,2029.0,2322.0,2760.0,2407.0,4593.0,4177.0,5144.0,5569.0,3984.0,4443.0,6049.0,4270.0,4181.0,5013.0,4171.0,3929.0,5267.0,6403.0,4927.0,6826.0,3402.0,3300.0,5763.0,5444.0,3749.0,4536.0,3290.0,5758.0,5733.0,5178.0,5985.0,6433.0,3877.0,4629.0,4754.0,2935.0,1818.0,4193.0,3325.0,733.0,7645.0,5194.0,3806.0,4428.0,643.0,4358.0,4449.0,3642.0,2552.0,2300.0,2221.0,2764.0,5769.0,5318.0,4917.0,4610.0,4153.0,3832.0,4589.0,3677.0,3209.0,3018.0,2247.0,3074.0,3821.0,5167.0,3553.0,3762.0,3297.0,5058.0,5109.0,4216.0,3015.0,3349.0,2346.0,3320.0,4818.0,6474.0,5353.0,4553.0,3145.0,5051.0,5208.0,5061.0,3818.0,4029.0,3085.0,3525.0,6376.0,5926.0,5761.0,4372.0,3906.0,5462.0,5080.0,5007.0,3912.0,3595.0,3266.0,3922.0,7051.0,5624.0,6645.0,4516.0,4389.0,8163.0,6172.0,5077.0,4429.0,3531.0,3421.0,4125.0,4893.0,7149.0,6408.0,4789.0,4742.0,,,,,,,,,,
N2575,134,18,FINANCE,1983,1,4771.5,4859.7,5535.9,5136.6,5066.4,5367.0,5080.8,5439.9,5252.4,4675.2,6426.3,5677.5,5322.6,5373.9,5682.9,5462.7,5823.0,5749.5,5516.4,5859.9,5517.9,5612.1,6074.7,5855.7,5674.2,5764.5,6541.2,5879.1,6495.6,6114.9,6426.6,6774.0,6398.7,6372.9,6483.0,6901.2,6081.3,5598.9,7045.2,6670.2,6931.5,6552.6,6910.2,6557.4,6986.4,6757.5,6059.1,7049.4,6479.4,6857.1,7221.9,7127.4,6850.8,7203.6,7043.1,7112.1,6441.0,7582.2,6198.0,8507.4,5761.5,6920.1,7726.8,7830.6,6081.9,7376.7,7156.8,7129.2,6310.8,7556.7,7171.5,8460.3,5784.3,6763.8,8675.4,6177.0,7298.1,8513.7,6143.4,7593.9,8325.0,5745.6,7375.8,8327.7,6341.1,7247.1,8607.3,6415.5,7668.0,8104.5,6601.2,8341.5,6156.6,7228.2,8706.3,7550.4,6260.4,7482.0,4455.6,6252.3,7227.3,6327.0,6919.8,8119.5,6301.8,6829.5,7434.0,6928.2,7441.8,6978.6,6632.7,6884.4,7013.7,7460.4,8754.0,6161.4,7470.6,7869.9,5984.7,8683.8,5682.3,6600.9,7317.3,7810.8,5910.9,7108.5,7470.6,6105.6,7112.1,6944.1,6538.8,7725.6,5325.6,6302.7,,,,,,,,,,
N2576,134,18,FINANCE,1983,1,2220.0,2222.4,2340.8,2416.7,2223.4,2514.6,2272.4,2357.3,2230.7,2329.7,2355.9,2444.8,2381.2,2414.3,2563.5,2406.0,2455.8,2791.2,2363.6,3982.5,742.8,2634.3,2534.8,2584.1,2574.8,2566.1,2579.6,2667.1,2744.5,2738.9,2709.5,2711.3,2508.7,2727.5,2717.7,2662.8,2808.6,2728.3,2663.2,2795.9,2844.1,2943.1,2898.5,2914.8,2689.0,2990.5,2655.2,3039.0,2851.0,2902.4,2813.4,2980.4,2956.3,3234.4,3055.2,2774.8,2879.2,3058.7,2853.1,4760.7,1244.1,3079.0,3247.9,3204.4,3002.5,3500.5,2922.8,3216.2,3227.1,2913.8,3195.6,3349.1,3148.7,3222.7,3555.3,3165.0,3436.3,3881.8,3164.2,3485.9,3459.0,3320.7,3402.9,3584.0,3517.2,3604.5,3773.6,3567.7,3731.6,4246.7,3699.2,5946.7,1473.0,3673.4,3936.0,3813.3,3893.1,3916.2,3955.5,4144.5,4304.0,4279.2,4189.7,4327.1,3961.6,4271.0,4465.5,4357.6,4412.6,4359.5,4330.3,4569.3,4431.6,4957.5,4817.6,4333.3,4670.3,4842.7,4305.5,7383.5,2062.9,4724.5,4952.0,5131.3,4566.1,5342.2,5143.8,4721.8,4957.5,4999.4,5024.0,5519.5,4630.1,4997.3,,,,,,,,,,
N2577,134,18,FINANCE,1983,1,1843.0,1898.0,1596.6,1615.6,1928.6,2786.8,1791.6,1999.2,1311.2,1922.6,2132.6,3487.4,1896.2,2125.0,2013.4,2296.2,2210.6,3525.0,2117.2,2365.4,2129.4,2371.0,2479.0,4240.4,2394.6,2499.4,2282.4,2592.8,2594.2,4450.2,2385.6,2598.0,2109.6,2289.0,2745.8,4846.4,2574.0,2777.4,2536.6,2651.0,2730.2,4903.4,2528.2,2705.0,1944.2,1593.0,2821.8,5111.4,2597.6,2748.8,2383.4,2409.4,2839.6,5240.4,2464.6,2773.2,2228.6,2359.2,3182.4,5816.8,2780.4,3036.8,2780.0,2940.8,3336.2,6014.2,2658.2,2980.2,2609.0,2754.8,3370.8,6915.4,3098.4,3294.6,3276.0,3288.6,3845.4,7131.8,2865.0,3377.2,2896.4,2962.6,3891.4,8132.0,3063.0,3551.6,3643.0,3171.8,4104.4,8035.2,3402.4,3705.8,3256.2,3112.2,3869.0,9308.8,3433.0,3750.8,3972.0,3542.8,4564.2,9459.4,3329.2,3827.2,3208.8,3491.4,4297.2,9985.8,3659.2,4037.0,4275.0,3951.2,4560.2,9846.0,3507.2,3680.6,3307.2,3623.2,4321.0,10443.0,3727.2,4193.0,4047.0,3871.6,4786.4,10330.6,3605.0,3688.2,3221.2,3507.2,4467.2,10739.0,3697.8,4227.8,,,,,,,,,,
N2578,134,18,FINANCE,1983,1,2340.0,2470.0,3375.0,2435.0,3015.0,2855.0,2915.0,3005.0,2715.0,3670.0,3160.0,2945.0,2070.0,3155.0,2610.0,3025.0,3005.0,2870.0,3075.0,3135.0,2515.0,4005.0,3155.0,3060.0,2740.0,3080.0,2940.0,2970.0,3030.0,2690.0,2850.0,2770.0,2965.0,4445.0,3010.0,3750.0,2860.0,3430.0,1900.0,3160.0,3070.0,2280.0,2565.0,2910.0,3640.0,3125.0,3130.0,3730.0,2210.0,3345.0,2915.0,2625.0,3305.0,3495.0,3355.0,3225.0,3490.0,4680.0,3860.0,4215.0,3110.0,3030.0,4020.0,4080.0,3885.0,4315.0,4025.0,3585.0,2650.0,4990.0,4965.0,4420.0,4110.0,3545.0,5215.0,4045.0,4830.0,4990.0,4110.0,4945.0,5015.0,5630.0,4880.0,5325.0,4520.0,4615.0,5435.0,5465.0,4815.0,5515.0,5505.0,5700.0,4740.0,6755.0,5775.0,6980.0,4255.0,5315.0,5695.0,6100.0,6175.0,5150.0,5445.0,6005.0,5740.0,6255.0,5970.0,6540.0,5175.0,5220.0,6470.0,5740.0,5665.0,5755.0,5895.0,5380.0,5745.0,5490.0,6585.0,6330.0,5460.0,5040.0,6720.0,6245.0,5400.0,5770.0,6235.0,6110.0,6150.0,5395.0,6070.0,5955.0,5075.0,5145.0,,,,,,,,,,
N2579,134,18,FINANCE,1983,1,1680.0,4134.0,4590.0,6718.0,1774.0,3818.0,4006.0,4502.0,3978.0,3872.0,4094.0,6664.0,2398.0,4200.0,6588.0,1774.0,4390.0,6302.0,2472.0,6560.0,1870.0,4212.0,6692.0,4768.0,1852.0,4426.0,4584.0,4586.0,6406.0,1824.0,4640.0,6816.0,1878.0,4252.0,6592.0,4814.0,4140.0,4640.0,2144.0,4664.0,6898.0,1824.0,4722.0,6738.0,1644.0,6968.0,1580.0,7290.0,4480.0,4132.0,2298.0,4764.0,4098.0,4914.0,6760.0,2266.0,4356.0,7278.0,1786.0,7542.0,2420.0,4316.0,5110.0,7496.0,2864.0,4260.0,4710.0,4522.0,6182.0,3708.0,5410.0,7054.0,2364.0,4556.0,7516.0,2492.0,5610.0,7174.0,2422.0,4514.0,7256.0,2984.0,5222.0,7306.0,2154.0,5180.0,7688.0,2626.0,5192.0,7474.0,2530.0,7238.0,2404.0,5772.0,8036.0,4856.0,1896.0,5152.0,5432.0,6368.0,7336.0,2328.0,5308.0,7318.0,2626.0,6096.0,8078.0,5228.0,4890.0,6228.0,3608.0,5796.0,5372.0,5028.0,8020.0,2722.0,6402.0,8122.0,3434.0,8250.0,3234.0,5252.0,8134.0,8614.0,1564.0,5720.0,8550.0,4110.0,5994.0,5612.0,6338.0,8876.0,4264.0,6220.0,,,,,,,,,,
N2580,134,18,FINANCE,1983,1,9597.8,9808.2,8394.0,8643.8,8751.2,8256.8,8461.0,8325.0,8229.2,7864.2,7645.0,7742.8,7417.8,7719.2,7885.2,7633.2,7545.2,7553.4,6928.8,6953.8,6818.2,6802.2,6817.2,6394.8,6055.8,5976.4,6078.8,6498.0,6321.4,6329.8,6356.0,6604.6,6452.4,6520.4,6509.4,6448.4,6909.8,6786.6,6908.4,6811.0,6849.2,6855.8,6977.0,7537.0,8380.2,8472.4,7976.2,7824.6,8165.2,8026.4,8178.2,8774.4,9224.6,8991.8,9016.2,9217.6,9204.0,9307.2,9329.4,9726.2,9531.6,8838.0,8872.2,9036.6,9016.8,9026.6,8752.6,8626.2,8255.8,8135.6,8401.4,8369.8,8080.2,7755.6,7802.8,7688.0,7426.4,7352.0,7499.6,7298.6,7237.8,7337.6,7846.4,8183.0,8312.0,8336.6,7861.2,7485.4,7383.8,7046.6,7250.6,7900.6,7789.2,7614.8,7634.4,7563.2,7672.8,7276.6,7266.8,7167.8,7136.4,7334.4,7350.2,7124.6,6975.8,7173.6,7190.6,7221.2,7089.0,7077.8,6886.8,6770.0,6744.8,6816.2,7061.0,6859.2,6911.0,6887.6,6701.6,6693.2,6580.2,6587.8,6580.2,6838.2,7334.4,7437.8,7848.0,7569.2,7097.0,7283.6,7469.8,7673.8,7740.4,7640.2,,,,,,,,,,
N2581,134,18,FINANCE,1971,1,2414.0,2370.5,2413.5,2492.5,2469.5,2517.5,2552.5,2541.5,2556.5,2585.5,2609.5,2666.0,2651.0,2584.5,2616.5,2695.0,2653.5,2707.0,2717.0,2695.0,2712.5,2711.0,2749.0,2823.0,2806.0,2759.5,2792.0,2875.5,2847.0,2926.0,2960.0,2975.0,3010.5,3027.0,3075.5,3167.5,3134.0,3065.0,3122.5,3236.0,3229.5,3315.5,3368.0,3393.0,3424.0,3462.0,3545.0,3700.5,3687.5,3587.0,3617.0,3761.0,3698.0,3721.0,3732.0,3723.5,3725.0,3768.5,3780.0,3829.5,3824.0,3725.5,3761.0,3893.0,3820.5,3896.0,3931.0,3908.5,3901.5,3907.5,3938.0,4019.0,3964.0,3861.5,3876.0,3954.0,3834.5,3868.0,3907.5,3887.0,3892.5,3920.5,3955.0,4057.5,4009.5,3938.5,3977.5,4086.5,3983.0,4050.0,4060.5,4068.5,4091.0,4086.0,4128.5,4219.0,4164.5,4116.0,4174.0,4264.5,4207.0,4289.0,4310.0,4321.0,4335.0,4375.0,4467.0,4583.5,4587.5,4580.5,4653.0,4773.5,4719.5,4760.0,4814.5,4855.0,4918.0,5009.0,5112.0,5233.5,5205.0,5115.0,5158.0,5293.5,5290.5,5366.0,5423.0,5444.0,5495.5,5559.0,5648.0,5769.5,5714.5,5623.5,,,,,,,,,,
N2582,134,18,FINANCE,1971,1,4028.8,4076.6,4125.8,4177.2,4183.0,4222.6,4255.8,4260.8,4279.2,4328.8,4356.6,4393.0,4419.4,4426.2,4467.2,4517.4,4517.0,4560.4,4589.0,4596.0,4621.2,4654.6,4708.6,4774.4,4824.8,4839.0,4869.8,4895.8,4895.8,4968.8,5010.0,5032.4,5054.0,5083.8,5117.4,5170.8,5182.2,5163.6,5212.6,5288.0,5303.4,5367.6,5433.8,5465.8,5493.8,5549.4,5590.2,5661.2,5699.0,5654.2,5671.8,5730.8,5693.0,5720.4,5747.8,5764.2,5783.0,5822.4,5836.2,5864.6,5913.4,5906.8,5954.0,6031.2,6011.2,6059.8,6091.6,6088.0,6082.2,6108.0,6151.4,6187.0,6190.0,6152.2,6183.8,6222.8,6165.8,6223.4,6292.8,6320.6,6344.0,6391.2,6443.4,6504.0,6520.2,6518.8,6563.8,6614.0,6555.6,6601.8,6632.4,6657.8,6674.4,6687.0,6697.6,6732.0,6736.4,6745.8,6805.2,6850.4,6807.2,6844.6,6850.8,6848.2,6837.8,6857.6,6900.8,6940.8,6937.4,6950.4,6978.8,6997.8,6934.8,6946.8,6956.2,6968.2,6973.4,7009.2,7034.8,7055.2,7016.6,6968.4,6991.6,7030.4,7014.6,7048.8,7059.6,7057.2,7066.2,7087.0,7131.4,7173.6,7155.4,7111.4,,,,,,,,,,
N2583,134,18,FINANCE,1971,1,4782.0,4540.0,4588.0,4740.0,4646.0,4736.0,4794.0,4730.0,4752.0,4804.0,4818.0,4948.0,4906.0,4666.0,4696.0,4872.0,4742.0,4858.0,4868.0,4782.0,4824.0,4820.0,4882.0,5062.0,4996.0,4800.0,4828.0,5002.0,4926.0,5090.0,5140.0,5116.0,5210.0,5224.0,5292.0,5538.0,5414.0,5160.0,5258.0,5492.0,5448.0,5618.0,5704.0,5684.0,5722.0,5754.0,5894.0,6280.0,6114.0,5744.0,5736.0,6020.0,5880.0,5888.0,5886.0,5812.0,5784.0,5914.0,5884.0,5972.0,5918.0,5586.0,5600.0,5842.0,5662.0,5826.0,5862.0,5782.0,5750.0,5778.0,5802.0,5978.0,5810.0,5516.0,5520.0,5664.0,5470.0,5534.0,5636.0,5542.0,5526.0,5608.0,5630.0,5830.0,5656.0,5426.0,5432.0,5600.0,5380.0,5504.0,5546.0,5534.0,5562.0,5564.0,5612.0,5798.0,5556.0,5364.0,5406.0,5558.0,5438.0,5602.0,5622.0,5580.0,5570.0,5674.0,5818.0,6058.0,5998.0,5928.0,6052.0,6276.0,6166.0,6226.0,6354.0,6396.0,6518.0,6728.0,6878.0,7102.0,6918.0,6686.0,6730.0,7010.0,7040.0,7192.0,7318.0,7358.0,7462.0,7624.0,7824.0,8054.0,7866.0,7616.0,,,,,,,,,,
N2584,104,18,FINANCE,1982,12,1908.0,2811.0,3230.0,3436.0,3600.0,3710.0,3733.0,3719.0,3726.0,3736.0,3759.0,3792.0,3845.0,3910.0,3980.0,4019.0,3997.0,3977.0,3946.0,3904.0,3910.0,3949.0,4055.0,4183.0,4373.0,4523.0,4619.0,4646.0,4681.0,4797.0,4890.0,4969.0,5019.0,5068.0,5123.0,5151.0,5189.0,5196.0,5238.0,5284.0,5339.0,5436.0,5494.0,5557.0,5610.0,5667.0,5712.0,5739.0,5770.0,5737.0,5734.0,5683.0,5602.0,5566.0,5512.0,5468.0,5424.0,5360.0,5300.0,5276.0,5263.0,5249.0,5268.0,5256.0,5218.0,5244.0,5231.0,5190.0,5126.0,5089.0,5084.0,5049.0,4974.0,4879.0,4828.0,4739.0,4598.0,4597.0,4626.0,4682.0,4720.0,4761.0,4856.0,4902.0,4915.0,4933.0,4982.0,4997.0,4958.0,4994.0,5002.0,5048.0,5066.0,5061.0,5106.0,5109.0,5092.0,5136.0,5222.0,5270.0,5310.0,5393.0,5434.0,5473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N2585,134,18,FINANCE,1971,1,2608.0,3001.5,3207.0,3317.0,3396.0,3451.5,3462.5,3432.0,3420.0,3421.0,3412.0,3412.0,3432.0,3453.0,3498.0,3524.5,3512.0,3505.0,3482.0,3426.0,3411.5,3424.0,3461.0,3511.5,3606.0,3678.5,3735.5,3754.0,3778.0,3852.5,3916.5,3953.5,3978.0,4021.5,4054.0,4064.0,4089.5,4093.0,4131.5,4184.0,4244.5,4325.5,4391.5,4446.0,4506.0,4590.5,4651.0,4694.0,4761.0,4783.0,4830.5,4859.0,4849.5,4857.0,4847.5,4818.5,4793.0,4762.5,4708.5,4679.0,4678.5,4673.5,4713.0,4732.5,4730.0,4765.5,4774.0,4736.5,4686.5,4668.0,4665.5,4626.5,4573.5,4504.0,4477.5,4413.0,4310.5,4307.0,4326.5,4343.0,4360.5,4392.0,4435.5,4452.0,4468.5,4486.0,4534.5,4555.5,4535.0,4564.5,4578.5,4588.5,4586.0,4588.0,4599.5,4587.0,4592.0,4628.0,4715.5,4778.5,4826.5,4902.5,4952.5,4980.5,5003.5,5066.5,5141.0,5190.0,5271.5,5383.5,5495.0,5569.5,5603.0,5652.5,5691.0,5733.5,5792.5,5850.5,5905.5,5905.5,5888.5,5893.5,5922.5,5946.5,5979.0,6022.5,6025.0,6034.5,6032.0,6038.5,6072.0,6066.0,6070.5,6078.5,,,,,,,,,,
N2586,134,18,FINANCE,1971,1,3983.0,3781.0,3679.0,3641.0,3609.5,3612.5,3663.0,3716.5,3762.0,3838.0,3897.5,3924.5,3978.0,4015.5,4031.5,4049.5,4082.5,4141.0,4214.0,4296.0,4354.0,4412.0,4439.5,4449.5,4455.5,4430.5,4414.0,4413.5,4422.5,4437.5,4444.0,4426.5,4418.0,4424.0,4421.5,4431.0,4465.0,4469.0,4474.0,4466.5,4436.0,4421.0,4426.5,4409.5,4390.0,4361.0,4319.5,4295.0,4297.5,4275.0,4254.0,4227.0,4217.5,4260.0,4319.0,4357.0,4390.5,4457.0,4551.5,4609.0,4688.0,4770.5,4815.5,4845.5,4866.0,4893.0,4938.5,4975.5,5031.5,5100.5,5146.0,5182.0,5267.5,5330.5,5381.0,5463.0,5550.0,5620.5,5680.0,5709.0,5714.5,5734.5,5742.0,5750.0,5772.5,5777.5,5782.0,5791.5,5796.5,5812.0,5843.5,5847.0,5851.5,5865.0,5860.0,5863.0,5887.5,5883.0,5849.0,5808.5,5751.0,5696.5,5659.5,5612.5,5561.0,5495.5,5411.5,5328.0,5232.5,5114.5,5014.5,4920.0,4828.0,4762.0,4705.5,4630.0,4565.0,4488.5,4405.5,4345.0,4306.5,4268.0,4230.5,4192.5,4152.5,4115.0,4080.0,4039.5,4007.5,3974.5,3934.0,3906.0,3889.0,3863.5,,,,,,,,,,
N2587,134,18,FINANCE,1956,1,3056.0,2941.0,2899.0,2893.0,2899.0,2948.0,2969.0,3065.0,3131.0,3161.0,3221.0,3281.0,3338.0,3400.0,3470.0,3517.0,3653.0,3758.0,3867.0,3962.0,4012.0,4108.0,4128.0,4168.0,4162.0,4172.0,4211.0,4215.0,4230.0,4195.0,4153.0,4205.0,4271.0,4298.0,4316.0,4343.0,4431.0,4465.0,4459.0,4425.0,4409.0,4392.0,4395.0,4425.0,4426.0,4377.0,4336.0,4315.0,4341.0,4350.0,4372.0,4361.0,4437.0,4478.0,4479.0,4533.0,4578.0,4648.0,4721.0,4755.0,4739.0,4778.0,4823.0,4805.0,4851.0,4897.0,4959.0,5059.0,5157.0,5218.0,5234.0,5256.0,5305.0,5381.0,5461.0,5505.0,5565.0,5562.0,5550.0,5563.0,5549.0,5533.0,5533.0,5489.0,5433.0,5386.0,5354.0,5264.0,5269.0,5227.0,5189.0,5162.0,5074.0,5020.0,4991.0,4883.0,4877.0,4899.0,4854.0,4771.0,4764.0,4713.0,4620.0,4580.0,4507.0,4397.0,4315.0,4232.0,4161.0,4127.0,4086.0,4009.0,3983.0,3914.0,3821.0,3801.0,3789.0,3706.0,3650.0,3589.0,3496.0,3482.0,3448.0,3478.0,3511.0,3478.0,3418.0,3440.0,3418.0,3416.0,3401.0,3378.0,3378.0,3335.0,,,,,,,,,,
N2588,134,18,FINANCE,1971,1,4778.0,4838.0,4899.0,4935.0,4995.0,5032.0,5083.0,5104.0,5127.0,5180.0,5193.0,5210.0,5251.0,5275.0,5309.0,5339.0,5363.0,5402.0,5410.0,5408.0,5441.0,5438.0,5474.0,5521.0,5561.0,5632.0,5666.0,5699.0,5748.0,5833.0,5892.0,5965.0,6040.0,6077.0,6126.0,6199.0,6209.0,6252.0,6338.0,6411.0,6520.0,6611.0,6703.0,6799.0,6874.0,6950.0,7066.0,7245.0,7302.0,7310.0,7336.0,7436.0,7468.0,7430.0,7430.0,7460.0,7481.0,7568.0,7537.0,7501.0,7576.0,7582.0,7618.0,7690.0,7723.0,7789.0,7831.0,7837.0,7838.0,7848.0,7856.0,7874.0,7864.0,7847.0,7834.0,7805.0,7754.0,7738.0,7792.0,7798.0,7821.0,7875.0,7886.0,7947.0,7959.0,7988.0,8023.0,8066.0,8052.0,8108.0,8110.0,8166.0,8222.0,8204.0,8225.0,8264.0,8275.0,8337.0,8407.0,8427.0,8497.0,8592.0,8622.0,8679.0,8714.0,8781.0,8891.0,8977.0,9110.0,9273.0,9378.0,9437.0,9527.0,9547.0,9642.0,9761.0,9892.0,10042.0,10166.0,10248.0,10330.0,10354.0,10402.0,10471.0,10677.0,10766.0,10868.0,10953.0,11051.0,11134.0,11224.0,11285.0,11336.0,11386.0,,,,,,,,,,
